id,station,latitude,longitude
539,Sundridge Park,51.4133938352705,0.0203651090291948
540,Surbiton,51.3925990366125,-0.30438455443494
541,Surrey Quays,51.4932667816228,-0.0475299875263057
542,Sutton,51.3595058240713,-0.191302009044985
543,Sutton Common,51.3755543745682,-0.196919910134175
544,Swiss Cottage,51.5430345616616,-0.175626602641138
545,Sydenham,51.4273411641062,-0.055088670764223
546,Sydenham Hill,51.4325757586356,-0.0802302075090671
547,Syon Lane,51.4814741554056,-0.326495028366485
548,Tadworth,51.2916274794228,-0.236008012647663
549,Taplow,51.5235608415769,-0.6813848514102
550,Tattenham Corner,51.3091809150244,-0.242566269387599
551,Teddington,51.4244969542681,-0.332705330569485
552,Temple,51.5110404236047,-0.113725749531254
553,Thames Ditton,51.3886155199462,-0.338292830966153
554,Theobalds Grove,51.6923725348055,-0.0347481343438092
555,Therapia Lane,51.3856855818393,-0.129017105892247
556,Theydon Bois,51.67255225418,0.102890736881682
557,Thornton Heath,51.3984809160272,-0.10043316453581
558,Tolworth,51.3768428600788,-0.27962011044214
559,Tooting,51.4198963712243,-0.161002470625191
560,Tooting Bec,51.4358378049555,-0.159700490831738
561,Tooting Broadway,51.4270488709259,-0.16868452577766
562,Tottenham Court Road,51.5162106579362,-0.131110437940232
563,Tottenham Hale,51.5879976822906,-0.0601878224855684
564,Totteridge and Whetstone,51.6302464287639,-0.179354261233395
565,Tower Gateway,51.5103925230575,-0.0744098769115335
566,Tower Hill,51.5103941502293,-0.0767011981209769
567,Tufnell Park,51.5564405750082,-0.137742174052793
568,Tulse Hill,51.4397972578558,-0.105122508458826
569,Turkey Street,51.6726535863499,-0.0472299312310293
570,Turnham Green,51.4951815268556,-0.254524564284254
571,Turnpike Lane,51.5903579682551,-0.10280504057766
572,Twickenham,51.4502504109205,-0.328860220073982
573,Twyford,51.4755325281579,-0.863306992983611
574,Upminster,51.5587637710015,0.251400804800992
575,Upminster Bridge,51.5577191878009,0.234541891929042
576,Upney,51.5384058166655,0.101531744664137
577,Upper Holloway,51.5636230958685,-0.129109362694106
578,Upper Warlingham,51.3087721301535,-0.0774816615679464
579,Upton Park,51.5366282598781,0.0345418397236073
580,Uxbridge,51.5464537278672,-0.477101546420975
581,Vauxhall,51.4857356014527,-0.123829951970419
582,Victoria,51.4964237195677,-0.143920705126304
583,Waddon,51.3673790671527,-0.117394075812958
584,Waddon Marsh,51.3770827611593,-0.117987464148064
585,Wallington,51.3603312995651,-0.15086383380492
586,Waltham Cross,51.685257215528,-0.0265642572096444
587,Walthamstow Central,51.5830180833761,-0.019940545005551
588,Walthamstow Queens Road,51.5815461551121,-0.0238439433008898
589,Wandle Park,51.3734005326276,-0.113253320438367
590,Wandsworth Common,51.4463653389414,-0.163536979415448
591,Wandsworth Road,51.4702229770106,-0.139037674628515
592,Wandsworth Town,51.4610337704117,-0.187910035680923
593,Wanstead,51.5749021995709,0.028760472436225
594,Wanstead Park,51.5517781243521,0.0263899430517847
595,Wapping,51.504340227505,-0.0558608143552397
596,Warren Street,51.5245797647619,-0.13827833053848
597,Warwick Avenue,51.5231041380791,-0.182953291113456
598,Waterloo,51.5031464567835,-0.113259251258196
599,Waterloo East,51.5041684335795,-0.109153636893924
600,Watford,51.6576044159566,-0.417269996729954
601,Watford High Street,51.6526530662442,-0.391696720377947
602,Watford Junction,51.6638823676859,-0.396171948023808
603,Wellesley Road,51.3753673812303,-0.0975249080867142
604,Welling,51.464777257658,0.101775039089206
605,Wembley Central,51.5518642975386,-0.296392321916041
606,Wembley Park,51.5633220034916,-0.279242548111157
607,Wembley Stadium,51.554654104755,-0.286046441972645
608,West Acton,51.517769693141,-0.280657170904487
609,West Brompton,51.4873285969614,-0.195538809670428
610,West Croydon,51.3785520094323,-0.102034292302637
611,West Drayton,51.5100704476327,-0.472176083850515
612,West Dulwich,51.4409116753119,-0.0906726759198591
613,West Ealing,51.5136246839724,-0.31978294869219
614,West Finchley,51.6092624211855,-0.18891710747921
615,West Ham,51.528525530727,0.00531739383278791
616,West Hampstead,51.5474740226727,-0.191126583443095
617,West Hampstead Thameslink,51.5486288099289,-0.192537517550186
618,West Harrow,51.5789236612617,-0.353846689868431
619,West India Quay,51.506762626601,-0.0205824471280817
620,West Kensington,51.4901090272106,-0.206203692218027
621,West Norwood,51.4312409491332,-0.10318913429904
622,West Ruislip,51.5695871570355,-0.437860134374038
623,West Silvertown,51.5028844739075,0.0222460466810224
624,West Sutton,51.3661498021821,-0.204644546028283
625,West Wickham,51.3812841800095,-0.0145763304109628
626,Westbourne Park,51.5209885149093,-0.200882512814746
627,Westcombe Park,51.4845089277331,0.0177457002630554
628,Westferry,51.5096381074397,-0.0263231371017839
629,Westminster,51.5014013891933,-0.12500207834678
630,White City,51.5122320722798,-0.224631928515273
631,White Hart Lane,51.6050346575119,-0.070870326535637
632,Whitechapel,51.5195876908872,-0.0594204849881092
633,Whitton,51.449587607085,-0.35768205341595
634,Whyteleafe,51.3099291878499,-0.0811351650050057
635,Whyteleafe South,51.3034896801966,-0.0767125144057694
636,Willesden Green,51.549372924827,-0.222407601249647
637,Willesden Junction,51.532233566617,-0.243909139837678
638,Wimbledon,51.4211075087935,-0.206662833440053
639,Wimbledon Chase,51.4095305838822,-0.21408976708418
640,Wimbledon Park,51.4345806287444,-0.199186272973062
641,Winchmore Hill,51.6338866966508,-0.100916932729748
642,Wood Green,51.5974535516576,-0.109526588776131
643,Wood Lane,51.5096578296917,-0.224472605709939
644,Wood Street,51.5866699434664,-0.00195389801318418
645,Woodford,51.6072019027903,0.034056202416626
646,Woodgrange Park,51.5490526109103,0.0445724962267991
647,Woodmansterne,51.3190183289485,-0.154262127162033
648,Woodside,51.3870975786152,-0.0653471778556766
649,Woodside Park,51.6178680990036,-0.185425502730219
650,Woolwich,51.4915784950453,0.0718193785262894
651,Woolwich Arsenal,51.4899072325859,0.0691939066943666
652,Woolwich Dockyard,51.4911078869379,0.054612348493409
653,Worcester Park,51.3811040871829,-0.245575288308153
